Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Figaro,"Figaro: Objective #1",1,0,99,"(-120.30, 0.66, -24.69)"
Figaro,"Figaro: Objective #2",1,0,99,"(-128.57, 0.66, -27.20)"
Bear Hunting and Fishing Shop,"Bear Hunting and Fishing Shop: Objective #1",2,0,99,"(-155.26, 0.66, -47.56)"
G Phone,"G Phone: Objective #1",1,0,99,"(-136.34, 0.66, -45.96)"
Mall Second Floor Sniping,"Mall Second Floor Sniping: Objective #1",2,0,99,"(-132.73, 5.15, -7.13)"
Mall Third Floor Sniping,"Mall Third Floor Sniping: Objective #1",6,0,99,"(-123.36, 9.74, -7.74)"
World of Childhood Sniping,"World of Childhood Sniping: Objective #1",1,0,99,"(-111.60, 0.72, -28.43)"
World of Childhood Sniping,"World of Childhood Sniping: Objective #2",6,0,99,"(-84.46, 5.10, -24.35)"
Anteka,"Anteka: Objective #1",1,0,99,"(93.78, 4.08, -280.89)"
Anteka,"Anteka: Objective #2",1,0,99,"(85.28, 4.09, -281.19)"
Anteka,"Anteka: Objective #3",1,0,99,"(84.34, 4.08, -272.39)"
Ministry of the Interior Academy,"Ministry of the Interior Academy: Objective #1",1,0,99,"(-258.33, 2.24, 131.87)"
Ministry of the Interior Academy,"Ministry of the Interior Academy: Objective #2",1,0,99,"(-257.80, 2.24, 142.59)"
Ministry of the Interior Academy,"Ministry of the Interior Academy: Objective #3",1,0,99,"(-253.16, 2.98, 133.70)"
Ministry of the Interior Academy,"Ministry of the Interior Academy: Objective #4",1,0,99,"(-247.34, 3.06, 132.61)"
Ministry of the Interior Academy,"Ministry of the Interior Academy: Objective #5",1,0,99,"(-251.25, 3.00, 145.04)"
Ministry of the Interior Academy,"Ministry of the Interior Academy: Objective #6",1,0,99,"(-257.46, 2.95, 158.02)"
Ministry of the Interior Academy Outside,"Ministry of the Interior Academy Outside: Objective #1",1,0,99,"(-236.00, 2.54, 153.60)"
Ministry of the Interior Academy Outside,"Ministry of the Interior Academy Outside: Objective #2",1,0,99,"(-195.29, 2.14, 108.28)"
Ministry of the Interior Academy Outside,"Ministry of the Interior Academy Outside: Objective #3",1,0,99,"(-222.07, 2.14, 119.18)"
The Hive,"The Hive: Objective #1",1,10,99,"(-212.55, 3.26, 298.11)"
The Hive,"The Hive: Objective #2",1,10,99,"(-208.40, 3.27, 299.49)"
The Hive,"The Hive: Objective #3",1,10,99,"(-207.22, 3.26, 305.80)"
The Hive,"The Hive: Objective #4",1,10,99,"(-206.26, 3.26, 307.47)"
The Hive,"The Hive: Objective #5",1,10,99,"(-214.57, 3.26, 310.05)"
Petrov Vodkin Restaurant,"Petrov Vodkin Restaurant: Objective #1",1,0,99,"(-193.01, 3.06, 342.04)"
Petrov Vodkin Restaurant,"Petrov Vodkin Restaurant: Objective #2",1,0,99,"(-200.80, 3.46, 343.12)"
Petrov Vodkin Restaurant,"Petrov Vodkin Restaurant: Objective #3",1,0,99,"(-209.90, 3.46, 343.24)"
Petrov Vodkin Restaurant,"Petrov Vodkin Restaurant: Objective #4",1,0,99,"(-196.62, 3.46, 331.30)"
Pharmancy #2,"Pharmancy #2: Objective #1",1,0,99,"(-55.43, 3.23, 341.48)"
Pharmancy #2,"Pharmancy #2: Objective #2",1,0,99,"(-57.00, 3.21, 337.70)"
Russian Real Estate Fund,"Russian Real Estate Fund: Objective #1",1,0,99,"(-58.36, 2.70, 455.70)"
Russian Real Estate Fund,"Russian Real Estate Fund: Objective #2",1,0,99,"(-66.09, 2.70, 460.78)"
Russian Real Estate Fund,"Russian Real Estate Fund: Objective #3",1,0,99,"(-51.91, 2.70, 461.05)"
Russian Real Estate Fund,"Russian Real Estate Fund: Objective #4",1,0,99,"(-65.97, 6.88, 456.49)"
Russian Real Estate Fund,"Russian Real Estate Fund: Objective #5",1,0,99,"(-44.57, 6.88, 465.32)"
Russian Real Estate Fund,"Russian Real Estate Fund: Objective #6",1,0,99,"(-58.14, 6.88, 464.66)"
IT Firm Office,"IT Firm Office: Objective #1",1,0,99,"(169.63, 0.81, 159.53)"
IT Firm Office,"IT Firm Office: Objective #2",1,0,99,"(171.44, 0.81, 163.92)"
IT Firm Office,"IT Firm Office: Objective #3",1,0,99,"(167.30, 0.76, 165.71)"
IT Firm Office,"IT Firm Office: Objective #4",1,0,99,"(164.06, 0.76, 154.97)"
IT Firm Office,"IT Firm Office: Objective #5",1,0,99,"(167.59, 0.76, 153.56)"
IT Firm Office,"IT Firm Office: Objective #6",1,0,99,"(163.66, 0.76, 146.36)"
IT Firm Office,"IT Firm Office: Objective #7",1,0,99,"(162.71, 0.76, 142.92)"
IT Firm Office,"IT Firm Office: Objective #8",1,0,99,"(156.70, 0.76, 141.44)"
IT Firm Office,"IT Firm Office: Objective #9",1,0,99,"(158.98, 0.76, 137.22)"
Barber Shop,"Barber Shop: Objective #1",1,0,99,"(209.71, 3.40, 407.12)"
Unity Credit Bank,"Unity Credit Bank: Objective #1",1,0,99,"(73.42, 0.30, -20.37)"
Unity Credit Bank,"Unity Credit Bank: Objective #2",1,0,99,"(81.98, 0.42, -30.09)"
Unity Credit Bank,"Unity Credit Bank: Objective #3",1,0,99,"(82.41, 0.30, -26.95)"
Unity Credit Bank,"Unity Credit Bank: Objective #4",3,0,99,"(103.21, 0.41, -26.77)"
Unity Credit Bank,"Unity Credit Bank: Objective #5",2,0,99,"(110.40, 0.35, -25.86)"
Unity Credit Bank,"Unity Credit Bank: Objective #6",1,0,99,"(120.04, 0.30, -21.88)"
